Team,Season,Week,Rank_Scoring_Offense,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
Houston,2016,12,21,37.1,25.7,30.0,35.3,38.6,39.5,38,445.9,329.3,287.0,436.8,453.2,474.8,35,23.7,26.7,18.0,21.8,25.2,20.5,12,328.9,314.0,341.0,332.5,326.0,386.8,107,2.0,2.7,2.0,2.3,1.8,1.0,60,1.6,2.0,1.0,1.8,1.4,2.6,74,-2.3,5,74,61,4,26.7,2,45,5,66,-1.6,8,66,57
Clemson,2016,12,22,36.7,44.3,42.0,38.4,34.5,37.7,16,497.2,568.7,630.0,524.0,463.8,513.7,16,20.4,25.7,43.0,24.0,16.0,22.5,18,353.1,396.7,464.0,418.4,271.5,320.1,119,2.3,1.7,3.0,3.0,1.5,1.8,15,2.1,1.7,1.0,2.4,1.8,1.8,9,23.8,1,34,4,25,--,2,28,23,7,9.8,1,17,4
Boise State,2016,12,23,36.5,41.7,52.0,30.6,42.4,38.0,15,497.8,535.7,603.0,467.2,528.4,493.9,21,22.0,25.7,16.0,23.8,20.2,21.9,45,389.1,447.7,359.0,413.6,364.6,320.0,39,1.3,0.7,0.0,1.8,0.8,1.8,124,0.7,1.3,2.0,0.4,1.0,2.5,52,3.5,8,81,47,32,--,13,121,32,69,-2.6,35,74,71
Baylor,2016,12,24,35.9,26.7,24.0,36.5,35.3,46.6,4,542.5,514.3,504.0,481.8,603.3,602.7,67,29.8,47.3,45.0,26.5,33.0,28.1,91,454.1,596.3,553.0,450.5,457.8,401.3,73,1.6,2.0,3.0,1.8,1.5,1.8,14,2.1,1.0,1.0,3.3,1.0,2.0,68,-1.1,6,116,53,54,--,11,126,49,54,0.4,13,111,70
Troy,2016,12,25,35.8,36.0,28.0,40.8,30.8,26.5,39,445.8,495.3,416.0,439.0,452.5,358.6,24,22.1,25.3,24.0,20.5,23.8,29.4,43,385.1,344.7,334.0,412.8,357.5,392.8,57,1.5,1.3,1.0,0.8,2.3,1.7,1,2.6,1.7,2.0,3.0,2.3,1.6,61,0.5,14,90,48,49,--,20,110,46,90,-7.0,23,124,91
Penn State,2016,12,26,35.5,49.3,45.0,33.2,39.0,23.2,53,418.7,506.3,409.0,445.0,379.3,348.4,47,26.1,23.0,31.0,19.2,36.5,21.8,35,373.1,343.0,454.0,331.5,435.5,324.8,51,1.4,0.7,2.0,1.0,2.0,1.4,25,1.9,3.3,5.0,1.3,2.8,1.7,7,24.7,3,67,10,38,--,6,76,37,18,6.3,11,70,18
New Mexico,2016,12,27,35.4,29.0,24.0,40.8,31.2,26.9,42,441.3,399.0,403.0,501.8,393.0,377.9,75,31.6,22.7,21.0,33.3,30.2,30.8,39,380.0,366.0,391.0,385.8,375.4,468.7,42,1.3,1.0,0.0,1.8,1.0,1.8,118,0.9,1.3,1.0,1.3,0.6,1.8,63,0.2,63,124,78,18,3.0,16,118,18,119,-12.9,98,127,122
Oregon,2016,12,28,35.3,33.7,27.0,36.8,33.5,41.5,18,491.0,507.3,500.0,556.6,409.0,522.2,126,45.2,44.0,52.0,44.8,45.8,37.2,127,551.7,529.0,540.0,534.2,573.5,480.0,27,1.2,1.7,4.0,1.6,0.8,1.3,110,1.0,1.3,0.0,1.4,0.5,1.7,85,-7.6,23,85,77,64,--,15,72,66,23,5.0,14,111,20
Texas,2016,12,29,35.3,33.3,20.0,34.6,36.0,26.4,12,509.6,580.7,536.0,504.4,514.8,370.8,83,32.3,31.7,24.0,23.6,41.0,30.3,94,456.6,496.3,383.0,387.8,525.4,452.6,69,1.6,2.3,3.0,1.8,1.4,1.2,49,1.7,2.7,4.0,1.6,1.8,2.1,34,8.7,18,77,29,11,11.7,10,72,10,25,4.9,20,40,24
Mississippi,2016,12,30,35.1,31.7,29.0,40.4,28.5,37.9,25,474.4,500.3,490.0,534.4,399.5,506.5,95,33.6,31.7,28.0,31.4,36.3,24.3,98,464.9,432.3,342.0,463.4,466.8,393.8,74,1.7,1.3,2.0,1.2,2.3,1.8,73,1.4,0.7,1.0,1.6,1.3,1.8,41,6.3,9,84,34,17,4.0,7,65,19,5,10.0,2,15,8
TX Christian,2016,12,31,34.8,32.0,62.0,37.3,32.3,39.8,18,491.0,468.7,688.0,496.3,485.8,557.5,55,27.8,27.7,22.0,35.0,20.5,28.9,53,403.9,383.0,415.0,409.3,398.5,417.7,57,1.5,1.3,0.0,1.0,2.0,1.5,84,1.4,1.0,1.0,1.0,1.8,1.3,39,6.4,33,89,38,36,--,19,107,34,48,1.7,17,93,45
Middle Tenn,2016,12,32,34.6,28.0,17.0,35.3,34.2,31.0,26,474.2,372.7,283.0,509.0,456.8,448.1,104,36.2,40.7,42.0,41.0,33.8,27.7,105,467.2,449.3,453.0,507.0,447.3,416.3,63,1.6,2.7,4.0,1.7,1.5,2.3,60,1.6,1.7,0.0,1.3,1.7,2.0,97,-12.9,16,126,81,78,--,34,127,70,92,-7.7,54,108,89
Air Force,2016,12,33,34.1,37.0,49.0,38.0,31.0,31.5,43,440.7,467.3,534.0,476.0,412.4,446.3,50,26.8,26.3,46.0,27.0,26.6,26.9,24,358.7,378.7,559.0,358.0,359.2,367.2,42,1.3,1.3,2.0,1.5,1.2,1.8,37,1.8,2.7,2.0,1.8,1.8,1.2,83,-6.7,39,109,86,125,-13.3,40,126,125,95,-8.7,69,127,94
Arizona St,2016,12,34,33.7,31.0,26.0,40.0,25.8,34.6,79,388.9,382.7,396.0,412.2,359.8,472.9,119,40.6,46.7,49.0,40.4,40.8,34.5,124,523.1,530.3,497.0,509.8,539.8,474.9,74,1.7,2.0,2.0,1.4,2.0,1.4,60,1.6,1.0,2.0,2.2,0.8,1.8,78,-4.7,38,90,72,77,--,48,93,80,43,2.4,33,103,34
Navy,2016,12,35,33.3,38.3,42.0,39.5,27.0,35.8,49,428.4,495.0,501.0,445.0,411.8,424.1,76,31.6,39.7,40.0,33.0,30.3,22.8,82,441.9,525.0,576.0,461.3,422.5,368.3,11,1.0,0.3,0.0,0.5,1.5,0.6,102,1.1,0.7,1.0,1.8,0.5,2.1,33,8.9,16,74,41,13,9.6,13,80,14,56,0.0,44,107,55
VA Tech,2016,12,36,33.1,27.7,20.0,40.0,27.6,30.1,41,442.8,464.0,437.0,474.5,417.4,368.7,23,22.1,29.0,30.0,15.8,27.2,28.3,15,347.8,392.0,343.0,318.8,371.0,379.6,63,1.6,1.3,4.0,1.3,1.8,1.8,73,1.4,1.0,1.0,1.3,1.6,1.8,43,5.6,7,84,17,123,-10.5,24,125,123,30,3.6,19,97,25
Texas A&M,2016,12,37,32.9,36.0,28.0,39.0,28.0,26.7,37,449.1,413.0,342.0,472.8,430.2,411.5,40,24.7,24.7,29.0,25.3,24.2,22.4,107,472.3,460.0,490.0,489.5,458.6,386.5,74,1.7,1.3,1.0,1.8,1.6,1.8,4,2.4,1.3,2.0,3.0,2.0,1.4,29,10.1,6,63,25,5,24.8,3,49,4,10,8.1,2,30,7
Colorado,2016,12,37,32.9,26.3,49.0,35.7,31.5,22.7,36,451.2,350.3,388.0,482.3,435.7,377.6,10,19.1,13.0,24.0,10.7,23.3,29.8,13,331.0,295.0,412.0,211.7,390.7,437.8,42,1.3,1.7,1.0,2.0,1.0,1.7,15,2.1,2.0,1.0,1.3,2.5,1.6,15,18.3,2,60,12,2,32.5,1,84,3,12,7.3,9,115,12
Florida St,2016,12,39,32.8,34.3,45.0,32.8,32.8,30.0,28,468.1,419.3,416.0,475.5,462.2,423.7,62,28.7,21.3,7.0,21.8,34.2,17.8,49,394.7,375.3,146.0,361.8,421.0,342.6,17,1.1,0.7,0.0,1.3,1.0,1.2,51,1.7,1.0,0.0,1.5,1.8,1.1,17,16.1,5,64,23,6,23.1,3,64,6,6,9.9,1,22,3
Old Dominion,2016,12,40,32.7,40.0,51.0,39.5,27.2,24.3,70,399.9,391.3,320.0,437.0,370.2,363.2,64,29.0,23.3,35.0,21.0,35.4,38.1,51,400.4,334.3,452.0,351.0,440.0,455.6,2,0.6,0.3,0.0,0.0,1.0,1.6,26,1.9,2.3,5.0,2.3,1.6,1.5,77,-4.2,64,125,71,90,--,67,114,91,103,-10.0,73,125,107
TX-San Ant,2016,12,41,32.2,37.0,35.0,40.8,25.4,22.6,96,366.2,335.3,310.0,424.3,319.8,362.6,81,32.2,35.0,63.0,33.3,31.4,33.8,69,427.2,417.0,473.0,469.8,393.2,444.1,7,0.9,1.0,1.0,0.3,1.4,1.9,37,1.8,2.7,0.0,2.8,1.0,1.8,92,-11.3,70,123,75,88,--,73,124,79,113,-11.0,99,124,116
Utah,2016,12,42,32.0,41.7,49.0,27.8,35.4,30.6,47,433.4,470.7,497.0,412.5,450.2,362.9,44,25.6,34.0,26.0,25.0,26.0,22.3,47,391.6,430.3,396.0,413.5,374.0,366.8,74,1.7,1.3,2.0,1.8,1.6,1.6,2,2.6,2.7,2.0,2.5,2.6,2.6,23,12.7,21,119,33,39,--,36,117,48,35,3.0,30,121,36
Auburn,2016,12,42,32.0,23.3,7.0,33.6,28.3,27.5,33,461.1,368.0,164.0,494.4,383.3,367.4,7,15.7,19.3,13.0,14.4,18.7,26.5,20,355.0,418.0,343.0,335.4,400.7,402.4,16,1.1,0.7,1.0,1.1,1.0,1.2,91,1.3,1.0,1.0,1.1,1.7,1.5,10,23.0,3,51,5,30,--,23,62,24,11,7.8,7,30,9
Temple,2016,12,44,31.9,33.7,21.0,37.2,25.3,29.8,51,420.1,478.7,431.0,426.2,412.5,367.1,29,22.7,14.3,0.0,22.2,23.3,20.1,9,309.4,232.7,160.0,319.8,296.5,336.5,89,1.8,1.3,3.0,1.4,2.3,1.4,73,1.4,1.0,0.0,1.6,1.3,1.6,27,10.5,13,119,26,47,--,37,115,44,67,-1.7,51,96,63
W Virginia,2016,12,45,31.5,30.7,24.0,31.3,31.8,33.4,22,480.6,469.7,383.0,477.5,483.8,479.3,17,20.5,26.0,20.0,14.5,26.5,25.3,61,410.4,445.0,536.0,372.3,448.5,398.5,100,1.9,2.7,4.0,1.5,2.3,1.8,31,1.9,1.7,3.0,1.8,2.0,2.6,16,16.3,16,56,18,12,10.3,10,63,11,34,3.3,25,63,39
Tennessee,2016,12,46,31.4,26.7,49.0,29.0,34.5,33.5,64,405.7,353.0,599.0,396.6,417.0,420.7,68,29.9,36.3,36.0,29.0,31.0,20.8,79,438.9,518.0,635.0,448.2,427.3,370.0,124,2.6,2.3,3.0,1.8,3.5,1.0,26,1.9,1.3,2.0,1.4,2.5,1.3,46,5.3,7,49,39,3,32.4,2,51,2,20,5.8,5,64,14
USC,2016,12,47,31.4,38.7,26.0,39.4,23.4,33.9,29,467.9,536.0,400.0,538.4,397.4,437.9,26,22.5,19.0,13.0,17.6,27.4,25.7,27,363.4,346.3,276.0,338.0,388.8,400.4,69,1.6,2.0,2.0,1.8,1.4,0.9,70,1.5,1.3,2.0,1.0,2.0,1.6,8,24.6,1,103,11,124,-13.3,20,127,126,8,9.5,1,20,16
Notre Dame,2016,12,48,31.3,33.7,44.0,28.4,34.2,34.2,57,415.4,419.0,476.0,419.4,411.4,466.8,43,25.5,20.3,6.0,25.6,25.4,24.1,34,371.5,305.3,242.0,380.2,362.8,373.1,69,1.6,1.0,1.0,2.2,1.0,1.5,109,1.1,0.7,1.0,1.4,0.8,1.1,28,10.3,15,70,42,10,15.5,9,63,13,41,2.4,9,58,40
UNLV,2016,12,49,31.2,38.7,69.0,41.8,22.8,23.9,56,416.1,471.7,653.0,511.3,340.0,384.5,113,37.9,46.0,66.0,40.3,36.0,36.0,85,446.4,458.7,485.0,422.5,465.6,472.1,27,1.2,1.3,1.0,1.3,1.2,1.5,95,1.2,1.7,4.0,1.8,0.8,1.4,102,-13.5,4,118,100,102,--,7,111,103,108,-10.4,59,128,113
N Illinois,2016,12,49,31.2,37.7,24.0,36.3,27.2,29.2,35,451.4,477.0,441.0,426.3,471.6,379.7,85,32.3,19.3,31.0,25.8,37.6,27.8,93,456.2,357.3,420.0,385.0,513.2,421.0,53,1.4,1.0,1.0,1.5,1.4,1.9,73,1.4,2.3,1.0,2.5,0.6,2.0,70,-1.2,57,115,67,118,-2.4,63,119,78,80,-5.4,29,88,88
S Mississippi,2016,12,49,31.2,28.7,35.0,31.5,31.0,39.0,23,475.3,474.7,452.0,523.8,436.6,509.2,96,34.4,34.3,51.0,29.3,38.6,27.1,32,370.2,328.3,320.0,330.0,402.4,394.2,125,2.7,3.0,5.0,2.5,2.8,1.8,118,0.9,0.0,0.0,0.3,1.4,1.8,117,-20.6,34,119,118,84,--,25,116,81,109,-10.4,51,113,111
N Carolina,2016,12,52,31.0,36.7,27.0,29.3,31.8,39.7,46,433.9,509.0,403.0,412.7,444.5,482.2,48,26.2,20.7,28.0,30.0,24.3,26.3,57,407.1,412.7,467.0,401.0,410.2,461.2,27,1.2,1.3,2.0,1.7,1.0,1.5,110,1.0,1.0,0.0,1.7,0.7,1.8,26,10.9,18,52,19,120,-4.4,10,124,122,24,4.9,11,50,23
Miami (FL),2016,12,53,30.9,37.3,34.0,30.3,31.4,26.3,63,407.6,430.0,450.0,410.8,405.0,398.5,20,21.1,24.0,14.0,19.5,22.4,30.5,31,369.3,372.3,289.0,374.8,365.0,432.0,11,1.0,1.0,2.0,1.0,1.0,1.0,60,1.6,2.7,4.0,1.0,2.0,1.9,32,9.5,4,37,35,31,--,7,51,30,21,5.5,15,118,21
Kansas St,2016,12,54,30.6,30.7,37.0,42.0,19.3,29.6,87,378.4,413.7,432.0,418.3,338.5,333.6,52,27.0,30.0,43.0,27.3,26.8,34.1,77,436.5,495.0,637.0,448.8,424.3,467.8,11,1.0,1.3,1.0,1.3,0.8,1.5,56,1.6,1.3,3.0,2.0,1.3,1.2,53,3.0,8,56,52,53,--,8,56,55,29,4.1,1,47,29
Central FL,2016,12,55,30.2,28.3,24.0,27.5,32.4,13.8,106,350.3,265.7,305.0,338.3,360.0,268.2,31,22.9,13.3,3.0,16.3,28.2,39.6,38,375.6,357.7,327.0,353.0,393.6,482.4,74,1.7,2.0,0.0,1.8,1.6,2.6,8,2.2,4.0,3.0,2.5,2.0,1.1,38,6.7,27,104,31,48,--,32,127,40,72,-2.8,53,125,61
Minnesota,2016,12,56,28.9,33.7,17.0,29.2,28.5,22.5,105,350.9,338.0,265.0,366.0,332.0,358.9,29,22.7,24.0,24.0,24.8,20.0,25.2,17,352.7,344.3,374.0,358.6,345.3,345.9,17,1.1,0.7,1.0,1.6,0.5,1.7,8,2.2,2.0,0.0,2.6,1.8,1.4,47,4.9,12,85,46,35,--,12,68,29,71,-2.7,49,122,75
Ohio,2016,12,57,28.4,26.3,34.0,34.5,23.6,26.9,61,409.0,413.0,392.0,455.8,371.6,409.8,34,23.2,15.3,10.0,29.3,18.4,26.3,42,384.3,412.3,413.0,440.3,339.6,382.4,27,1.2,1.3,0.0,1.3,1.2,1.3,8,2.2,1.3,2.0,2.5,2.0,1.7,81,-6.4,65,115,88,59,--,18,106,58,118,-12.2,83,125,118
Nebraska,2016,12,58,28.3,14.7,24.0,35.3,17.8,32.8,69,401.6,294.3,374.0,431.8,356.3,446.9,28,22.6,34.0,17.0,17.7,30.0,27.8,25,359.4,397.3,265.0,324.3,412.0,400.4,39,1.3,1.3,0.0,0.8,2.0,2.1,32,1.8,1.3,1.0,1.8,1.8,1.2,62,0.2,9,78,65,51,--,25,105,56,42,2.4,22,106,33
E Michigan,2016,12,59,28.2,31.3,48.0,20.7,32.0,25.4,45,439.4,481.3,622.0,392.7,462.8,378.8,92,33.1,38.0,41.0,29.0,35.2,42.1,96,461.3,502.7,542.0,395.0,494.5,519.6,107,2.0,2.0,3.0,2.3,1.8,2.1,15,2.1,2.7,5.0,1.3,2.5,1.0,86,-8.1,15,126,97,79,--,16,123,86,96,-9.0,96,128,101
Kentucky,2016,12,60,28.2,31.7,36.0,33.0,21.0,23.8,54,418.2,508.3,635.0,442.5,381.8,370.9,83,32.3,32.3,49.0,29.0,37.3,27.5,83,446.3,481.7,599.0,404.3,509.3,397.3,122,2.4,2.0,2.0,2.3,2.5,1.7,70,1.5,2.0,3.0,1.7,1.3,1.7,50,4.2,33,111,43,62,--,53,115,67,55,0.0,24,90,60
Akron,2016,12,61,27.9,21.7,28.0,23.6,32.2,21.6,81,384.7,374.7,374.0,377.2,392.2,336.3,109,37.0,42.3,38.0,37.0,37.0,22.5,116,490.7,487.7,323.0,475.4,506.0,342.3,107,2.0,3.0,6.0,2.4,1.6,1.3,91,1.3,1.0,2.0,1.4,1.2,2.2,127,-27.1,71,127,116,86,--,65,116,90,107,-10.3,62,123,96
Colorado St,2016,12,62,27.8,41.7,46.0,27.0,28.4,26.7,55,417.8,506.7,559.0,441.8,398.6,411.5,57,27.9,24.0,49.0,19.0,35.0,28.4,62,410.6,375.3,534.0,340.5,466.6,407.8,27,1.2,1.0,2.0,0.5,1.8,1.8,95,1.2,1.7,2.0,1.0,1.4,1.1,45,5.4,19,126,63,127,-22.0,90,128,128,82,-5.4,38,114,87
Indiana,2016,12,63,27.5,35.3,31.0,29.5,24.5,35.6,31,467.5,557.0,454.0,489.7,434.3,496.8,60,28.4,36.0,45.0,30.3,25.5,36.8,48,392.0,425.7,409.0,407.8,368.3,497.0,117,2.2,3.0,5.0,2.2,2.3,1.2,57,1.6,1.7,2.0,1.7,1.5,1.7,72,-2.1,8,78,55,57,--,4,73,57,63,-1.0,49,105,62
UCLA,2016,12,63,27.5,31.0,38.0,36.6,18.4,32.2,65,403.2,388.0,444.0,450.6,355.8,467.8,45,25.8,32.0,24.0,28.6,23.0,26.0,22,356.1,383.3,307.0,382.2,330.0,401.8,118,2.3,3.0,3.0,2.0,2.6,1.5,22,2.1,3.0,3.0,1.8,2.4,1.5,44,5.5,10,77,40,42,--,19,58,39,17,6.3,6,27,13
Northwestern,2016,12,65,27.3,24.0,45.0,17.8,39.3,17.8,59,411.1,442.3,605.0,367.4,465.8,313.0,31,22.9,20.7,17.0,18.8,28.0,20.2,60,409.7,386.0,394.0,420.8,395.8,334.0,27,1.2,1.3,2.0,1.2,1.3,1.6,73,1.4,1.3,4.0,1.2,1.8,1.6,20,15.0,20,102,21,29,--,18,79,28,28,4.5,22,84,22
S Methodist,2016,12,66,27.2,32.3,55.0,16.0,32.8,26.2,66,403.0,408.0,477.0,344.7,432.2,372.9,98,34.6,37.7,31.0,33.3,35.2,45.5,90,453.7,443.7,466.0,455.3,452.8,481.8,101,1.9,1.7,0.0,2.0,1.8,2.1,15,2.1,2.0,5.0,1.0,2.7,1.1,56,1.9,55,106,82,67,--,58,112,76,65,-1.3,45,96,65
BYU,2016,12,67,27.1,25.0,20.0,32.3,24.5,30.7,80,387.9,323.3,337.0,390.0,386.8,398.4,33,23.0,17.3,3.0,30.3,19.3,24.3,59,408.8,417.3,295.0,478.3,374.0,363.8,27,1.2,1.0,1.0,1.0,1.3,1.7,4,2.4,2.7,1.0,1.7,2.8,1.8,25,10.9,8,47,27,22,1.1,7,117,20,37,2.7,13,63,31
Ball State,2016,12,67,27.1,28.7,41.0,27.5,26.8,20.8,34,459.0,494.0,542.0,477.3,444.4,353.8,79,32.1,45.0,48.0,41.5,24.6,35.8,114,489.8,568.0,622.0,589.3,410.2,516.1,119,2.3,3.0,5.0,2.5,2.2,1.3,95,1.2,1.3,3.0,1.8,0.8,1.3,112,-17.8,75,122,108,80,--,66,124,82,116,-12.0,64,117,110
Idaho,2016,12,67,27.1,29.7,47.0,34.0,25.1,29.4,77,389.8,410.3,490.0,453.0,371.7,419.0,91,33.0,21.3,14.0,28.5,34.3,42.5,69,427.2,278.0,175.0,479.0,412.4,493.4,42,1.3,1.0,0.0,1.5,1.3,1.9,37,1.8,1.0,2.0,2.5,1.6,1.4,76,-3.4,54,127,95,93,--,19,123,105,112,-11.0,97,125,112
App State,2016,12,70,27.0,31.0,24.0,26.0,28.0,35.7,74,393.2,423.7,334.0,369.8,416.6,451.5,9,18.0,16.0,28.0,16.8,19.2,20.7,14,331.7,257.3,416.0,334.0,329.4,326.3,26,1.2,1.7,2.0,0.8,1.6,1.8,32,1.8,1.7,1.0,2.0,1.6,1.9,42,6.1,3,77,44,45,--,2,59,38,75,-4.1,6,86,81
GA Tech,2016,12,71,26.7,29.3,30.0,27.8,25.3,25.6,77,389.8,488.7,343.0,407.6,367.5,362.2,53,27.3,34.3,20.0,25.4,29.8,27.5,66,418.4,544.0,437.0,393.2,450.0,376.7,27,1.2,1.7,1.0,1.4,1.0,2.1,73,1.4,2.3,4.0,1.0,2.0,1.3,49,4.3,19,71,70,119,-4.2,8,123,120,32,3.5,23,69,44
LSU,2016,12,72,26.6,25.3,38.0,29.6,21.7,32.8,62,408.5,396.0,547.0,425.2,380.7,437.3,6,14.0,13.7,10.0,13.6,14.7,24.3,8,305.4,313.0,291.0,285.0,339.3,347.2,57,1.5,2.0,2.0,1.2,2.0,0.8,47,1.8,2.3,3.0,1.4,2.3,1.4,4,27.1,4,57,9,9,15.5,5,24,9,4,10.2,4,26,6
Arkansas St,2016,12,73,26.4,41.0,41.0,29.2,21.7,37.5,94,370.4,397.3,453.0,395.0,329.3,423.2,39,24.6,16.0,22.0,19.2,33.7,32.2,65,415.1,368.3,438.0,390.0,457.0,427.4,50,1.4,0.7,1.0,1.4,1.3,2.1,70,1.5,2.0,2.0,1.6,1.3,2.6,67,-0.8,21,120,80,89,--,10,114,87,114,-11.1,5,114,97
Arkansas,2016,12,74,26.2,14.7,10.0,28.0,22.7,33.7,75,392.4,324.0,291.0,403.8,369.7,456.3,79,32.1,34.7,38.0,25.0,46.3,27.3,75,433.2,473.3,547.0,350.7,598.3,381.0,107,2.0,2.0,3.0,2.2,1.7,0.9,60,1.6,1.3,2.0,1.7,1.3,1.3,59,1.0,29,80,45,121,-6.1,27,123,121,16,6.4,16,61,17
Florida,2016,12,74,26.2,18.0,20.0,32.2,18.8,23.2,88,378.1,281.3,372.0,458.6,277.5,336.1,5,13.3,16.0,7.0,7.0,21.3,18.3,3,266.8,295.3,256.0,201.6,348.3,310.2,74,1.7,2.0,3.0,1.8,1.5,1.2,37,1.8,1.0,2.0,2.0,1.5,1.8,31,9.5,14,82,30,8,18.6,8,76,8,52,0.6,16,122,48
Wisconsin,2016,12,76,26.2,30.7,48.0,34.2,18.2,26.8,84,379.9,375.0,455.0,445.6,314.2,378.6,3,12.7,9.0,3.0,15.4,10.0,13.7,6,292.5,273.7,200.0,288.4,296.6,268.5,51,1.4,0.7,0.0,1.0,1.8,1.4,32,1.8,2.3,4.0,1.8,1.8,1.6,11,21.3,4,25,14,7,20.4,5,40,7,3,11.2,1,44,2
Central Mich,2016,12,77,26.1,19.3,17.0,25.5,26.6,25.4,72,397.8,328.3,292.0,386.8,406.6,401.4,81,32.2,31.7,37.0,29.5,34.4,23.0,44,388.1,390.0,436.0,351.8,417.2,344.7,101,1.9,2.7,2.0,1.8,2.0,1.3,104,1.1,0.7,0.0,1.5,0.8,1.4,95,-12.3,6,118,102,75,--,8,128,77,86,-6.1,33,126,84
Marshall,2016,12,77,26.1,23.3,42.0,31.8,19.0,30.2,112,340.1,297.7,453.0,401.2,263.8,392.3,108,36.9,26.3,17.0,37.8,35.8,18.7,109,474.7,406.0,283.0,469.4,481.3,374.9,27,1.2,0.0,0.0,1.8,0.5,1.8,60,1.6,1.7,4.0,2.2,0.8,2.3,103,-14.2,6,123,123,107,--,47,109,108,111,-10.9,42,123,117
Michigan St,2016,12,79,25.9,33.0,49.0,26.4,25.3,29.8,58,411.3,443.7,440.0,369.4,463.8,385.6,62,28.7,21.0,0.0,29.4,27.8,21.7,37,375.4,296.3,149.0,358.0,397.3,349.9,53,1.4,0.7,0.0,1.6,1.3,1.0,95,1.2,1.0,2.0,1.2,1.3,2.0,51,4.1,27,116,76,63,--,21,113,64,39,2.5,20,126,32
Missouri,2016,12,79,25.9,22.7,26.0,36.0,13.3,11.7,32,463.2,444.0,481.0,522.8,388.8,268.5,85,32.3,27.7,17.0,30.4,34.8,17.4,117,499.2,473.7,411.0,482.8,519.8,311.4,107,2.0,1.3,1.0,2.0,2.0,1.5,60,1.6,1.3,2.0,1.4,1.8,1.4,90,-9.8,16,104,103,83,--,47,108,88,58,-0.2,14,61,53
Iowa,2016,12,81,25.8,12.3,14.0,28.2,22.8,30.9,115,335.3,233.3,230.0,317.6,357.5,382.8,14,20.2,23.7,13.0,18.4,22.5,20.8,41,384.0,407.7,201.0,340.2,438.8,349.5,3,0.7,0.7,1.0,0.4,1.0,1.2,73,1.4,1.0,2.0,1.6,1.3,2.1,36,7.7,16,74,58,65,--,24,122,63,47,1.8,21,125,59
E Carolina,2016,12,82,25.7,32.0,31.0,33.5,19.4,27.4,23,475.3,456.7,466.0,465.5,483.2,413.5,102,35.9,34.3,55.0,33.8,37.6,26.5,92,455.7,462.7,477.0,410.5,491.8,399.5,119,2.3,1.7,5.0,3.0,1.8,1.7,122,0.8,1.0,0.0,1.5,0.2,1.3,89,-9.0,34,106,83,96,--,47,97,92,73,-2.8,38,112,58
Iowa State,2016,12,83,25.2,27.0,31.0,34.0,18.2,24.5,71,398.1,413.7,458.0,437.8,366.4,417.3,88,32.4,29.7,24.0,30.0,34.4,35.0,95,461.0,430.0,415.0,463.5,459.0,467.2,7,0.9,0.7,1.0,0.5,1.2,2.0,110,1.0,1.0,2.0,1.3,0.8,1.0,75,-2.4,35,126,66,91,--,68,113,96,59,-0.2,41,92,49
Miss State,2016,12,84,25.0,25.3,3.0,24.0,25.8,32.1,68,402.2,403.3,274.0,432.5,378.0,444.9,73,30.9,39.7,51.0,25.3,35.4,24.1,63,413.2,517.0,615.0,359.0,456.6,402.3,42,1.3,1.3,1.0,1.5,1.2,1.3,37,1.8,2.0,2.0,1.5,2.0,1.2,66,-0.8,48,102,62,61,--,27,119,53,40,2.4,24,73,46
Virginia,2016,12,85,24.8,19.7,14.0,26.6,22.5,24.9,98,364.1,302.0,289.0,359.4,370.0,384.3,77,31.7,31.0,34.0,36.2,26.0,32.5,78,437.2,422.3,450.0,457.4,412.0,417.3,89,1.8,3.0,4.0,1.8,1.8,2.0,51,1.7,1.3,2.0,1.4,2.0,1.4,79,-4.9,48,128,60,69,--,59,107,68,53,0.4,53,85,54
