,Rank_Scoring_Offense,Team,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Season,Week,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
92,,Clemson,21.2,12.3,13.0,25.6,15.8,29.8,2010,12,,332.1,306.3,391.0,324.8,341.3,359.5,,17.0,15.0,16.0,14.6,20.0,21.8,,342.6,296.3,308.0,358.4,322.8,325.4,,1.7,2.7,2.0,2.0,1.3,1.7,,1.7,1.7,2.0,2.0,1.3,2.2,29,9.4,28,48,37,38,--,19,98,45,21,3.5,19,114,31
93,,Washington,21.1,10.0,16.0,22.2,19.8,26.1,2010,12,,348.1,220.0,263.0,330.0,370.8,375.5,,36.2,46.0,53.0,35.0,37.8,26.7,,442.9,488.3,523.0,419.4,472.3,389.5,,1.2,1.0,0.0,1.8,0.5,1.6,,1.3,1.3,2.0,1.6,1.0,1.9,85,-10.6,6,86,85,61,--,5,71,66,4,7.2,2,50,3
94,,North Texas,20.9,30.3,23.0,24.4,17.4,26.6,2010,12,,375.9,428.0,452.0,367.4,384.4,408.8,,25.8,21.3,17.0,31.8,19.8,35.6,,382.1,394.3,364.0,412.0,352.2,412.4,,1.3,0.7,2.0,1.0,1.6,2.4,,1.2,2.3,3.0,0.8,1.6,1.3,90,-12.5,82,113,101,79,--,73,111,81,113,-11.8,13,115,114
95,,Penn State,20.9,30.0,14.0,27.0,13.3,26.9,2010,12,,359.2,413.0,272.0,405.0,302.0,394.8,,22.8,30.0,38.0,19.6,26.8,13.0,,368.0,415.3,453.0,333.6,411.0,280.2,,1.6,1.0,2.0,1.2,2.0,1.3,,1.3,0.3,1.0,1.6,1.0,1.8,58,0.3,15,70,61,55,--,15,68,56,43,0.4,20,95,58
96,,UCLA,20.8,17.0,17.0,22.2,19.0,22.0,2010,12,,317.1,308.7,337.0,361.2,262.0,337.4,,28.6,34.3,14.0,23.8,34.5,21.2,,407.0,479.7,267.0,392.4,425.3,334.0,,2.3,2.0,1.0,2.4,2.3,1.8,,1.3,0.7,0.0,1.2,1.5,2.3,77,-5.4,13,109,72,59,--,22,101,62,15,5.1,3,56,9
97,,Kent State,20.4,23.7,28.0,24.8,17.0,19.4,2010,12,,301.3,362.3,410.0,338.5,271.6,326.3,,24.6,29.0,45.0,26.0,23.4,24.5,,322.0,375.0,385.0,330.0,315.6,371.5,,2.3,2.7,4.0,2.0,2.6,2.4,,2.3,2.3,0.0,3.0,1.8,2.2,88,-11.7,74,111,86,85,--,70,110,82,111,-11.7,68,119,110
98,,E Michigan,20.4,19.3,30.0,16.3,23.2,16.4,2010,12,,351.1,396.7,491.0,343.8,356.0,278.3,,43.9,45.0,45.0,38.8,47.3,38.3,,454.5,470.7,523.0,440.8,463.7,426.8,,2.0,2.0,3.0,2.0,2.0,2.2,,1.2,1.3,2.0,1.3,1.2,1.9,119,-32.1,91,120,119,106,--,85,119,106,99,-9.0,64,119,104
99,,Kansas,20.1,23.7,3.0,27.8,10.5,27.6,2010,12,,315.4,269.3,87.0,388.0,224.8,410.5,,36.0,31.0,20.0,38.0,33.5,30.7,,442.8,425.3,400.0,428.4,460.8,394.2,,1.6,1.3,1.0,1.6,1.5,2.0,,1.0,2.0,2.0,1.0,1.0,1.4,104,-19.0,75,117,116,98,--,41,117,103,82,-6.3,39,110,91
100,,Miami (OH),19.9,19.3,24.0,24.8,16.7,15.6,2010,12,,332.5,341.0,379.0,344.3,324.7,343.5,,26.6,21.3,21.0,21.5,30.0,34.2,,353.6,290.3,234.0,321.8,374.8,377.9,,2.1,3.7,3.0,2.0,2.2,3.0,,2.1,1.7,2.0,2.8,1.7,1.0,97,-15.9,57,106,100,89,--,10,108,90,104,-10.1,1,111,102
101,,Syracuse,19.9,21.3,13.0,17.0,20.8,19.4,2010,12,,307.5,275.3,308.0,282.0,316.0,325.5,,19.6,15.0,10.0,36.5,14.0,28.3,,298.5,286.7,280.0,346.0,282.7,328.5,,2.0,2.0,3.0,2.0,2.0,2.4,,1.4,1.7,1.0,0.5,1.7,1.7,51,2.1,17,85,48,39,--,10,78,39,65,-2.9,48,118,65
102,,Wake Forest,19.6,10.0,3.0,28.5,12.4,25.5,2010,12,,291.4,210.0,188.0,366.5,231.4,401.4,,41.6,41.0,38.0,30.8,50.2,28.0,,445.3,384.7,387.0,384.8,493.8,394.0,,1.8,2.7,1.0,2.3,1.4,1.6,,1.0,1.0,1.0,1.5,0.6,1.4,106,-19.3,10,110,104,103,--,10,107,104,64,-2.5,53,111,61
103,,Marshall,19.5,25.0,28.0,20.6,18.4,21.0,2010,12,,318.9,366.0,383.0,343.2,294.6,345.8,,29.1,14.0,13.0,21.4,36.8,24.0,,384.5,291.7,241.0,350.6,418.4,376.8,,1.8,1.0,2.0,0.8,2.8,1.8,,1.1,1.3,1.0,1.4,0.8,1.2,92,-14.4,81,119,103,96,--,82,120,98,91,-7.3,1,97,74
104,,Rutgers,19.3,19.3,10.0,16.0,22.5,26.2,2010,12,,277.5,241.0,280.0,333.0,222.0,305.2,,21.8,27.3,13.0,17.8,25.8,20.5,,342.6,375.7,308.0,286.8,398.5,328.3,,1.1,1.0,1.0,1.0,1.3,1.2,,2.1,2.0,3.0,1.8,2.5,2.5,67,-3.2,59,108,76,112,-3.0,47,114,114,70,-4.4,47,112,73
105,,Wash State,18.4,14.7,31.0,14.8,20.8,12.0,2010,12,,324.6,280.7,383.0,288.0,349.0,248.7,,37.3,25.3,14.0,34.3,39.3,38.5,,463.1,381.7,261.0,474.5,455.5,511.8,,1.9,1.7,2.0,2.0,1.8,2.6,,1.7,2.0,3.0,2.3,1.3,2.0,61,-1.3,48,120,74,81,--,66,115,95,27,2.4,15,110,46
106,,UNLV,18.4,18.3,42.0,28.0,8.8,23.6,2010,12,,270.9,239.0,376.0,300.2,241.6,340.8,,37.4,39.7,16.0,31.8,43.0,35.1,,421.3,440.0,273.0,417.0,425.6,476.9,,1.3,1.3,0.0,0.8,1.8,1.7,,1.4,1.3,2.0,2.4,0.4,1.4,116,-26.5,57,117,117,109,--,82,109,109,85,-6.7,10,94,79
107,,Fla Atlantic,18.2,20.7,24.0,20.7,17.0,27.4,2010,12,,305.2,304.7,331.0,348.7,283.5,431.1,,24.2,16.0,23.0,17.7,27.5,33.8,,375.6,351.7,427.0,398.0,364.3,453.3,,1.8,1.7,1.0,1.7,1.8,1.3,,1.7,2.3,2.0,2.7,1.2,1.3,95,-15.5,33,116,102,114,-5.8,96,118,116,106,-10.3,37,108,100
108,,Colorado St,18.0,22.3,10.0,25.4,11.8,21.5,2010,12,,351.5,419.7,375.0,422.4,292.3,354.9,,33.8,29.0,49.0,26.8,39.7,30.5,,422.8,365.3,530.0,395.6,445.5,394.3,,1.7,1.7,4.0,1.4,2.0,1.5,,1.3,2.3,2.0,1.0,1.5,1.5,93,-15.2,83,118,84,120,-24.7,90,120,120,90,-7.2,36,104,83
109,,Vanderbilt,18.0,16.0,20.0,19.4,16.6,13.7,2010,12,,285.5,221.3,402.0,299.8,271.2,278.7,,31.6,47.3,38.0,26.4,36.8,25.5,,440.8,538.7,580.0,392.2,489.4,385.3,,1.5,2.0,1.0,1.4,1.6,1.4,,1.2,0.7,0.0,1.4,1.0,1.4,103,-18.5,48,110,92,88,--,24,89,87,38,1.1,16,76,44
110,,LA Monroe,17.6,21.0,0.0,18.3,17.2,22.6,2010,12,,331.8,366.7,190.0,347.0,324.2,374.2,,34.3,35.7,51.0,20.7,41.2,29.8,,401.9,336.3,251.0,361.7,422.0,369.8,,2.1,2.3,5.0,1.7,2.3,2.5,,1.4,1.3,0.0,2.0,1.2,1.7,102,-18.2,9,116,94,104,--,58,111,102,102,-9.5,5,114,107
111,,Boston Col,17.3,20.0,21.0,15.2,20.0,22.3,2010,12,,294.9,326.7,357.0,287.4,304.3,314.2,,21.6,13.0,16.0,19.4,24.3,21.4,,299.0,286.7,311.0,271.2,333.8,344.0,,2.0,1.7,2.0,2.2,1.8,2.2,,2.8,3.3,2.0,2.4,3.3,1.9,45,3.4,42,91,57,60,--,33,94,63,55,-1.2,32,117,55
112,,New Mexico,16.6,23.7,23.0,21.0,12.2,16.3,2010,12,,284.3,313.3,258.0,329.2,239.4,315.3,,42.6,39.0,48.0,41.4,43.8,35.9,,464.4,528.0,461.0,450.6,478.2,418.3,,2.4,0.7,2.0,1.8,3.0,2.2,,1.7,1.7,1.0,2.6,0.8,1.7,112,-21.4,95,120,113,110,--,90,116,110,114,-11.9,6,115,115
113,,Purdue,15.9,13.0,16.0,20.2,10.5,27.8,2010,12,,295.2,254.7,256.0,345.4,232.5,391.3,,28.3,35.0,27.0,24.4,33.3,29.1,,363.6,363.0,395.0,328.2,407.8,376.6,,2.4,3.7,5.0,3.0,1.8,2.4,,1.9,2.0,5.0,2.6,1.0,2.0,96,-15.6,76,119,93,91,--,55,98,93,78,-6.0,26,114,85
114,,Wyoming,15.8,28.3,16.0,16.0,15.7,17.4,2010,12,,264.1,382.7,273.0,230.8,286.3,299.0,,34.4,41.3,42.0,37.3,32.5,27.8,,444.7,420.0,376.0,497.0,409.8,391.3,,1.4,2.3,2.0,1.3,1.5,1.1,,1.0,0.7,0.0,1.8,0.5,1.4,107,-19.4,58,110,96,100,--,78,100,91,83,-6.4,45,105,70
115,,N Mex State,15.8,23.7,20.0,17.2,14.4,10.7,2010,12,,305.6,385.3,366.0,309.4,301.8,224.0,,36.3,31.7,41.0,36.4,36.2,32.8,,437.8,393.3,426.0,462.0,413.6,436.1,,1.2,1.3,3.0,2.0,0.4,2.3,,1.0,1.0,2.0,1.4,0.6,1.3,115,-23.8,59,120,112,108,--,60,118,107,116,-13.3,54,119,116
116,,Memphis,14.1,14.7,13.0,16.2,12.0,20.1,2010,12,,280.1,290.0,241.0,279.4,280.8,365.2,,41.0,44.7,28.0,42.4,39.6,36.7,,470.6,521.3,383.0,493.0,448.2,462.2,,2.0,2.3,1.0,2.4,1.6,2.1,,0.9,1.0,2.0,1.0,0.8,1.5,120,-36.3,66,120,120,107,--,87,114,108,86,-6.9,13,113,80
117,,San Jose St,14.0,26.3,34.0,17.3,12.0,13.3,2010,12,,291.3,406.3,449.0,291.0,291.4,272.2,,39.3,33.3,38.0,39.7,39.0,36.8,,490.1,439.0,523.0,471.7,501.2,454.6,,1.5,1.7,2.0,2.0,1.2,2.2,,1.4,1.3,3.0,1.7,1.2,1.7,109,-20.1,2,115,111,99,--,80,115,99,115,-12.1,2,118,113
118,,Akron,12.7,13.3,30.0,9.0,14.5,17.3,2010,12,,244.7,263.0,360.0,232.7,250.7,288.6,,38.9,41.0,37.0,45.0,35.8,31.4,,445.0,438.7,390.0,492.3,421.3,389.5,,1.8,2.3,3.0,1.7,1.8,2.2,,1.2,2.0,4.0,1.7,1.0,1.5,117,-31.7,99,120,118,105,--,70,108,105,112,-11.7,44,117,112
119,,Buffalo,12.0,9.7,3.0,5.5,17.2,22.6,2010,12,,276.7,205.7,144.0,224.0,318.8,396.1,,32.3,25.0,20.0,26.8,36.8,25.6,,356.7,336.0,324.0,327.3,380.2,354.3,,3.1,2.7,4.0,2.8,3.4,2.3,,2.1,1.3,0.0,1.3,2.8,1.5,118,-32.0,74,120,114,101,--,69,109,101,110,-11.3,73,120,101
120,,Idaho ,,,,,,,2010,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,-21.0,6,111,97,83,--,8,105,80,88,-7.1,56,120,96
0,,Oregon,48.7,40.3,15.0,59.3,40.2,36.1,2010,13,,528.2,481.0,320.0,613.8,459.8,412.0,,19.1,20.3,13.0,15.0,22.4,23.8,,338.0,277.7,193.0,301.5,367.2,336.3,,1.7,1.7,1.0,1.5,1.8,1.8,,2.7,1.3,1.0,2.8,2.6,1.9,4,26.6,1,21,3,23,--,7,47,22,4,7.1,2,60,2
1,,Boise State,47.9,48.3,51.0,47.2,48.6,42.8,2010,13,,531.1,559.0,516.0,539.2,523.0,455.8,,11.5,7.0,0.0,13.0,10.0,17.2,,235.0,221.3,125.0,253.2,216.8,305.3,,1.4,2.0,2.0,1.6,1.2,1.0,,1.9,2.0,3.0,2.0,1.8,2.7,1,32.9,1,57,1,3,17.7,1,56,3,28,2.7,1,30,30
2,,Oklahoma St,45.3,45.3,48.0,50.8,38.6,26.1,2010,13,,555.2,618.0,597.0,563.7,545.0,349.6,,26.0,19.3,14.0,32.8,17.8,23.0,,397.5,370.0,288.0,444.5,341.0,338.4,,1.7,1.0,0.0,1.8,1.6,2.2,,2.5,1.7,0.0,3.0,1.8,2.3,13,17.5,4,62,9,27,--,2,60,25,36,1.1,28,107,32
3,,Nevada,43.6,50.0,52.0,49.2,38.0,38.2,2010,13,,537.1,586.7,494.0,572.2,502.0,506.2,,21.5,19.0,6.0,19.6,23.4,28.5,,369.4,364.0,309.0,389.0,349.8,409.9,,1.3,0.7,1.0,0.6,2.0,1.6,,1.9,2.7,3.0,2.2,1.6,1.4,20,11.6,11,112,34,32,--,21,111,31,69,-4.0,42,117,67
4,,Auburn,40.9,41.3,49.0,43.4,35.0,30.8,2010,13,,493.7,521.0,463.0,498.9,481.7,413.2,,25.0,26.3,31.0,24.4,26.3,27.3,,358.0,335.0,355.0,370.1,329.7,383.1,,1.3,1.0,1.0,1.3,1.3,1.8,,1.6,0.7,0.0,1.7,1.3,1.9,8,20.7,3,35,7,31,--,1,35,29,16,4.8,1,70,17
5,,Ohio State,39.6,36.7,20.0,46.0,28.5,29.0,2010,13,,448.2,438.0,353.0,495.3,365.8,369.0,,13.9,13.7,17.0,11.7,17.8,12.5,,242.5,260.7,278.0,224.1,274.8,262.3,,1.3,1.3,2.0,1.1,1.5,1.4,,2.3,1.7,0.0,2.9,1.3,2.7,6,23.4,1,46,5,26,--,4,56,24,21,4.1,5,98,28
6,,Stanford,39.4,35.7,48.0,46.3,34.8,35.5,2010,13,,461.8,469.3,467.0,493.0,441.0,427.6,,19.7,14.7,14.0,26.0,15.5,26.5,,348.3,332.3,300.0,399.3,314.3,402.7,,1.3,0.7,0.0,1.0,1.5,1.3,,2.3,2.0,3.0,1.8,2.7,1.3,5,25.5,1,54,8,22,--,2,55,20,3,7.5,1,99,6
7,,TX Christian,39.2,45.0,40.0,39.8,38.6,36.8,2010,13,,493.5,518.0,466.0,509.0,478.0,452.4,,11.3,16.0,35.0,11.0,11.6,12.1,,230.5,232.0,300.0,226.4,234.6,238.9,,1.0,1.7,2.0,0.6,1.4,1.8,,1.4,2.7,2.0,1.0,1.8,1.9,2,28.6,1,96,2,2,18.4,1,15,5,34,1.9,4,46,35
8,,E Carolina,38.2,42.3,38.0,41.0,35.8,26.8,2010,13,,445.9,505.7,454.0,496.8,403.5,373.2,,43.3,60.0,62.0,37.8,47.8,21.8,,482.2,593.7,639.0,478.8,485.0,388.5,,2.1,2.3,3.0,2.0,2.2,1.6,,1.5,1.3,1.0,2.6,0.7,2.5,95,-14.1,55,110,74,83,--,56,119,72,67,-3.5,36,86,58
9,,Wisconsin,38.0,55.0,48.0,40.4,35.6,30.8,2010,13,,424.0,487.3,561.0,452.4,395.6,415.8,,22.0,20.3,28.0,18.8,25.2,22.4,,344.5,353.7,442.0,332.0,357.0,309.6,,0.9,1.0,2.0,0.6,1.2,1.8,,1.5,3.0,2.0,1.2,1.8,1.9,3,26.7,2,55,4,36,--,9,46,37,32,2.3,22,102,31
10,,Tulsa,37.9,41.0,31.0,45.0,33.2,26.8,2010,13,,488.7,525.3,548.0,561.5,440.2,400.5,,29.5,26.7,28.0,24.8,32.7,29.5,,443.5,395.7,363.0,402.0,471.2,411.2,,1.1,1.0,1.0,0.5,1.5,2.0,,2.5,2.7,1.0,2.0,2.8,1.7,43,5.0,27,88,40,56,--,33,96,54,85,-6.6,33,91,73
11,,N Illinois,37.7,50.7,59.0,43.5,33.8,27.6,2010,13,,428.0,484.3,444.0,468.3,401.2,341.0,,20.2,24.0,21.0,17.0,22.3,22.8,,340.8,350.7,268.0,302.3,366.5,338.8,,1.1,1.0,2.0,0.8,1.3,1.3,,2.0,2.0,3.0,2.3,1.8,1.8,17,14.2,7,118,24,48,--,27,119,57,90,-7.8,34,102,95
12,,Arkansas,37.3,45.7,38.0,41.3,34.7,35.0,2010,13,,488.8,502.7,488.0,504.3,478.5,413.7,,24.7,24.0,31.0,20.8,27.3,26.3,,363.1,384.0,486.0,363.8,362.7,417.5,,1.8,1.7,3.0,1.3,2.2,1.2,,2.0,2.7,3.0,2.0,2.0,2.3,7,21.3,7,31,10,4,17.6,2,43,2,1,7.6,1,96,5
13,,Utah,37.3,16.0,38.0,37.4,37.2,29.8,2010,13,,414.6,321.3,500.0,403.4,424.0,389.5,,20.2,36.3,34.0,18.0,22.0,20.2,,322.1,467.0,587.0,305.6,335.8,313.8,,1.8,2.0,0.0,1.8,1.8,1.5,,1.5,1.3,3.0,1.2,1.8,1.9,48,3.2,1,70,41,33,--,9,49,32,40,1.0,28,108,45
14,,S Mississippi,36.7,45.3,59.0,44.6,28.8,31.3,2010,13,,450.6,472.7,642.0,477.2,424.0,401.1,,29.0,30.7,41.0,33.4,24.6,28.0,,351.9,409.7,491.0,348.6,355.2,410.9,,1.0,0.7,0.0,1.0,1.0,1.3,,1.9,1.7,1.0,1.8,2.0,2.0,49,2.8,34,116,62,57,--,56,118,56,91,-7.9,6,112,97
15,,Oklahoma,36.6,39.0,53.0,40.8,31.6,28.3,2010,13,,475.3,468.7,462.0,528.3,411.6,412.2,,20.4,21.3,24.0,13.7,28.4,15.8,,369.8,357.0,361.0,333.8,413.0,291.7,,1.1,1.3,2.0,0.8,1.4,2.0,,2.0,2.3,3.0,1.5,2.6,2.3,9,20.7,4,68,6,9,11.4,3,68,11,17,4.7,5,61,19
16,,VA Tech,36.5,28.3,31.0,43.6,29.4,31.8,2010,13,,418.0,374.7,369.0,458.8,377.2,392.1,,18.7,16.0,17.0,19.4,18.0,15.6,,366.3,401.7,464.0,348.4,384.2,295.5,,0.8,1.0,1.0,1.0,0.6,1.2,,2.7,4.7,6.0,1.4,4.0,1.8,12,19.0,8,76,12,1,25.0,1,57,1,20,4.3,2,35,26
17,,Houston,36.4,33.0,41.0,35.6,37.2,41.2,2010,13,,471.1,478.3,491.0,471.2,471.0,565.2,,32.3,42.3,59.0,32.4,32.2,31.8,,437.1,527.7,642.0,450.2,424.0,465.8,,2.1,2.7,1.0,3.0,1.2,1.9,,1.4,1.0,0.0,1.4,1.4,2.1,52,2.1,22,80,55,61,--,31,95,52,82,-6.5,30,112,89
18,,Michigan,36.3,40.7,28.0,39.2,32.0,26.5,2010,13,,513.7,504.3,442.0,535.5,481.0,353.4,,33.2,43.0,48.0,36.0,29.0,29.5,,449.0,460.3,561.0,449.2,448.8,409.5,,2.2,4.0,2.0,2.7,1.5,2.5,,1.5,2.7,2.0,1.0,2.3,1.5,65,-1.7,10,90,66,53,--,21,119,49,52,-0.8,15,68,59
19,,Central FL,34.7,40.7,61.0,34.8,34.6,26.0,2010,13,,387.4,439.7,459.0,372.4,402.4,345.8,,20.3,26.0,14.0,23.0,17.6,22.4,,331.9,430.3,338.0,316.2,347.6,358.0,,1.4,1.0,0.0,2.0,0.8,1.5,,1.6,2.3,4.0,1.2,2.0,2.3,37,7.5,22,105,44,39,--,13,71,40,80,-6.3,61,115,75
20,,Nebraska,34.3,19.0,6.0,30.2,38.4,25.1,2010,13,,436.5,341.7,308.0,414.6,458.4,322.8,,18.1,14.0,9.0,13.4,22.8,10.4,,302.2,254.0,312.0,256.8,347.6,271.7,,1.3,2.0,2.0,1.4,1.2,1.6,,1.6,1.3,0.0,1.8,1.4,2.0,19,12.0,4,36,36,25,--,7,44,21,25,3.0,9,91,37
21,,Hawaii,33.5,31.0,41.0,38.0,29.0,22.6,2010,13,,473.4,451.3,626.0,547.8,399.0,439.2,,24.3,19.7,7.0,21.6,27.0,30.3,,375.8,423.0,164.0,339.8,411.8,415.7,,1.4,1.3,3.0,1.4,1.4,2.4,,2.7,3.0,2.0,2.8,2.6,1.8,18,13.9,10,113,14,44,--,36,112,41,55,-1.3,29,86,48
22,,Kentucky,33.3,28.7,38.0,40.7,22.3,25.2,2010,13,,435.7,450.0,580.0,461.0,397.8,322.2,,29.7,29.3,20.0,27.8,32.5,23.6,,356.6,342.3,402.0,357.2,355.8,368.5,,1.4,2.7,0.0,0.8,2.3,1.7,,1.2,0.7,1.0,1.3,1.0,1.7,55,1.8,22,62,53,65,--,12,103,62,41,0.9,19,92,40
23,,S Carolina,33.2,41.7,69.0,36.7,28.0,19.2,2010,13,,409.0,385.3,461.0,388.0,440.5,344.9,,21.6,26.3,24.0,21.5,21.8,20.9,,350.2,314.3,274.0,355.0,343.0,298.6,,1.7,1.3,1.0,1.3,2.3,1.7,,1.9,3.0,5.0,2.5,1.0,1.3,14,16.8,2,31,25,30,--,5,119,28,6,6.7,3,81,3
24,,Navy,32.8,49.7,35.0,33.0,32.7,27.5,2010,13,,436.8,511.0,465.0,412.3,453.2,358.8,,24.4,30.3,19.0,27.8,22.2,19.5,,408.1,476.0,366.0,423.3,398.0,332.5,,1.1,1.3,2.0,1.0,1.2,1.0,,2.0,2.0,2.0,1.3,2.5,1.6,36,7.5,29,89,39,8,11.6,8,118,8,73,-4.7,34,97,69
25,,Illinois,32.7,49.0,48.0,32.4,33.0,22.3,2010,13,,383.7,511.0,559.0,346.2,421.2,379.5,,26.3,44.0,27.0,21.4,31.2,31.4,,353.7,451.7,318.0,327.0,380.4,403.7,,1.6,1.3,2.0,0.6,2.6,1.6,,2.1,3.0,3.0,2.0,2.2,1.2,35,7.9,22,74,48,12,9.9,11,118,18,45,0.4,21,97,44
26,,USC,32.6,21.7,7.0,32.4,32.8,26.5,2010,13,,443.5,347.7,255.0,438.8,447.5,389.2,,28.5,30.0,36.0,29.2,27.8,19.8,,415.5,377.3,330.0,424.0,408.3,340.5,,1.7,1.7,2.0,1.6,1.8,1.7,,1.6,1.3,0.0,1.6,1.7,1.7,29,8.9,4,89,13,35,--,1,48,26,7,6.5,6,66,8
27,,Alabama,32.5,30.7,30.0,31.2,33.8,31.1,2010,13,,431.1,438.3,452.0,409.6,452.6,401.5,,13.4,14.7,10.0,6.4,20.4,12.6,,307.8,349.0,299.0,256.2,359.4,256.6,,1.2,1.3,2.0,1.0,1.4,0.9,,1.9,1.3,2.0,2.4,1.4,2.2,10,20.5,2,27,11,24,--,1,41,23,2,7.5,1,78,1
28,,San Diego St,32.5,31.0,34.0,31.5,33.2,22.3,2010,13,,428.2,404.7,587.0,468.5,401.3,333.4,,25.9,32.3,38.0,22.3,28.3,31.5,,382.1,421.0,500.0,382.3,382.0,391.4,,1.9,3.3,3.0,2.8,1.3,2.1,,1.4,1.0,0.0,0.8,1.8,1.1,60,-0.8,8,71,60,50,--,30,100,48,68,-3.5,61,119,72
29,,Baylor,32.5,27.3,24.0,38.0,27.8,16.5,2010,13,,482.0,442.7,361.0,544.2,430.2,322.5,,32.3,50.0,53.0,30.0,34.2,28.5,,448.7,538.7,462.0,379.0,506.8,419.9,,1.5,2.0,3.0,1.4,1.7,2.0,,1.7,1.3,2.0,2.2,1.3,1.3,66,-2.0,27,93,52,113,-5.0,49,116,116,46,0.3,46,114,53
30,,Troy,32.3,33.3,24.0,32.8,32.0,33.7,2010,13,,433.7,410.7,274.0,441.8,428.3,487.7,,35.1,52.0,69.0,32.8,36.7,29.8,,439.3,520.7,461.0,449.5,432.5,426.7,,2.7,3.7,5.0,3.0,2.5,2.1,,2.2,0.7,1.0,2.3,2.2,1.6,108,-21.5,52,108,89,78,--,5,79,65,102,-9.8,34,109,109
31,,Georgia,31.4,35.3,31.0,40.8,25.2,28.2,2010,13,,385.9,362.0,355.0,431.0,355.8,353.3,,23.6,38.0,49.0,13.0,30.7,28.1,,342.9,445.3,463.0,255.5,401.2,363.1,,1.1,1.3,0.0,0.5,1.5,2.3,,1.7,2.0,1.0,2.0,1.5,1.0,15,15.0,2,40,16,11,10.1,8,63,10,10,6.0,5,82,12
32,,NC State,31.2,26.7,29.0,34.0,28.4,25.4,2010,13,,397.8,313.7,277.0,435.4,360.2,376.5,,22.5,14.0,25.0,20.8,24.2,35.3,,350.1,286.0,404.0,332.2,368.0,408.6,,1.9,1.3,1.0,2.0,1.8,2.4,,2.2,1.7,1.0,1.6,2.8,1.1,28,8.9,16,50,22,40,--,3,80,36,31,2.4,23,113,34
33,,Texas A&M,31.0,28.0,9.0,28.5,34.8,32.8,2010,13,,450.6,375.0,312.0,447.2,455.8,465.8,,22.0,18.3,6.0,19.7,25.5,33.5,,368.7,394.3,308.0,343.0,407.3,426.3,,2.3,1.0,0.0,2.3,2.3,1.8,,1.8,1.0,2.0,1.8,1.8,1.7,11,19.5,11,46,17,13,8.3,11,59,13,19,4.6,16,118,22
34,,Kansas St,30.6,34.3,36.0,22.8,38.4,20.6,2010,13,,360.3,368.7,411.0,306.8,413.8,333.7,,27.7,32.0,44.0,24.2,31.2,25.6,,444.1,458.0,502.0,437.4,450.8,376.0,,1.4,1.7,1.0,1.0,1.8,1.5,,1.8,2.0,0.0,2.2,1.4,2.1,45,4.7,18,86,18,20,1.5,9,111,19,43,0.8,42,105,42
35,,Arkansas St,30.5,35.0,19.0,36.2,25.8,19.2,2010,13,,416.1,447.3,366.0,454.8,383.8,314.5,,30.7,31.7,35.0,26.0,34.7,25.4,,444.5,413.3,465.0,413.0,470.7,366.2,,2.0,2.7,2.0,2.2,1.8,2.1,,2.1,3.3,2.0,3.0,1.3,1.5,78,-6.4,5,101,75,89,--,70,106,87,106,-10.2,10,108,108
36,,Fresno St,30.4,24.7,0.0,30.5,30.4,32.4,2010,13,,367.1,367.7,125.0,365.3,368.6,423.8,,32.2,40.0,51.0,27.0,36.4,30.8,,387.6,414.3,516.0,358.8,410.6,428.9,,1.6,2.0,3.0,1.5,1.6,1.9,,1.2,1.3,2.0,0.8,1.6,1.2,71,-4.2,13,93,69,75,--,22,116,64,74,-4.9,28,96,84
37,,Michigan St,30.3,24.0,35.0,33.0,26.3,28.5,2010,13,,403.3,320.3,383.0,401.0,406.8,399.0,,21.2,25.3,31.0,19.0,24.5,28.3,,341.5,334.3,378.0,332.3,355.3,399.3,,1.4,1.7,1.0,1.3,1.5,1.7,,1.8,1.0,2.0,2.0,1.5,1.2,50,2.6,17,68,32,110,-2.2,8,113,111,54,-1.2,41,109,51
